chr	gene_id	gene_name	start	end	gene_type
18	ENSG00000264571.1	MIR4529	53146452	53146529	miRNA
18	ENSG00000267402.1	RP11-619L19.2	53159406	53163623	antisense
18	ENSG00000242320.2	RPL21P126	53303064	53303541	pseudogene
18	ENSG00000267284.1	RP11-397A16.1	53388294	53455992	lincRNA
18	ENSG00000267325.1	RP11-397A16.2	53443958	53448952	lincRNA
18	ENSG00000267172.1	RP11-397A16.3	53484398	53486990	lincRNA
18	ENSG00000260930.1	RP11-214L13.1	53548919	53587430	lincRNA
18	ENSG00000267327.1	CTD-2008L17.1	53560269	53690753	lincRNA
18	ENSG00000206129.3	CTD-2008L17.2	53670844	53858493	lincRNA
18	ENSG00000267057.1	RP11-456O19.2	53709366	53763550	lincRNA
18	ENSG00000267399.1	RP11-456O19.5	53728340	53730309	lincRNA
18	ENSG00000201816.1	SNORA73	53746625	53746825	snoRNA
18	ENSG00000267712.1	RP11-456O19.4	53750587	53804767	lincRNA
18	ENSG00000267732.1	RP11-456O19.3	53805843	53810452	lincRNA
18	ENSG00000091164.8	TXNL1	54264439	54318831	protein_coding
18	ENSG00000091157.9	WDR7	54318574	54698828	protein_coding
18	ENSG00000206865.1	Y_RNA	54420457	54420557	misc_RNA
18	ENSG00000267146.1	RP11-383D22.1	54539899	54541201	antisense
18	ENSG00000212539.1	U3	54624501	54624699	snoRNA
18	ENSG00000267225.1	WDR7-UA1	54695063	54706076	3prime_overlapping_ncrna
18	ENSG00000258609.1	LINC-ROR	54721813	54739350	lincRNA
18	ENSG00000267789.1	CTD-2526M8.3	54803553	54814229	lincRNA
18	ENSG00000228075.4	BOD1L2	54814293	54817531	protein_coding
18	ENSG00000267726.1	CTD-2526M8.2	54836846	54838425	lincRNA
18	ENSG00000202240.1	RNU6-737P	54951833	54951939	snRNA
18	ENSG00000177511.5	ST8SIA3	55018044	55038962	protein_coding
18	ENSG00000119547.5	ONECUT2	55102917	55158529	protein_coding
18	ENSG00000266636.1	AC090340.1	55103053	55103112	miRNA
18	ENSG00000066926.6	FECH	55215515	55254004	protein_coding
18	ENSG00000134440.7	NARS	55267888	55289445	protein_coding
18	ENSG00000267040.2	RP11-35G9.3	55297534	55405276	antisense
18	ENSG00000267787.1	RP11-35G9.5	55306687	55405276	antisense
18	ENSG00000081923.6	ATP8B1	55313658	55470333	protein_coding
18	ENSG00000202159.1	RNU6-742P	55422626	55422732	snRNA
18	ENSG00000231544.2	RSL24D1P11	55505708	55506198	pseudogene
18	ENSG00000267209.1	RP11-693L9.2	55628463	55631666	lincRNA
18	ENSG00000265200.1	AC090324.1	55684016	55684116	miRNA
18	ENSG00000235028.2	HMGN1P30	55686021	55686293	pseudogene
18	ENSG00000049759.12	NEDD4L	55711599	56068772	protein_coding
18	ENSG00000267743.1	RP11-718I15.1	55857066	55862928	antisense
18	ENSG00000267504.1	RP11-845C23.2	56038798	56039898	sense_intronic
18	ENSG00000267396.1	RP11-845C23.3	56065895	56067314	antisense
18	ENSG00000267675.1	RP11-1151B14.2	56083997	56084860	lincRNA
18	ENSG00000267391.1	RP11-1151B14.3	56113507	56116856	lincRNA
18	ENSG00000207778.1	MIR122	56118306	56118390	miRNA
18	ENSG00000252330.1	AC105105.1	56133495	56133559	miRNA
18	ENSG00000198796.6	ALPK2	56148479	56296189	protein_coding
18	ENSG00000267257.1	RP11-1151B14.4	56202647	56205784	antisense
18	ENSG00000267579.1	RP11-126O1.2	56224302	56233909	antisense
18	ENSG00000252284.1	SNORD28	56267863	56267930	snoRNA
18	ENSG00000239659.2	RPL9P31	56298491	56299352	pseudogene
18	ENSG00000267226.1	RP11-126O1.5	56337712	56339109	antisense
18	ENSG00000172175.8	MALT1	56338618	56417371	protein_coding
18	ENSG00000267476.1	RP11-126O1.4	56339845	56419962	antisense
18	ENSG00000266946.1	MRPL37P1	56357588	56359385	pseudogene
18	ENSG00000267010.1	RP11-108P20.1	56419380	56421709	lincRNA
18	ENSG00000267705.1	RP11-108P20.3	56419411	56421130	lincRNA
18	ENSG00000267501.1	RP11-108P20.2	56422091	56425074	lincRNA
18	ENSG00000265229.1	RN7SL112P	56470253	56470561	misc_RNA
18	ENSG00000201598.1	RNU6-219P	56472500	56472606	snRNA
18	ENSG00000267593.1	RP11-108P20.4	56481112	56501596	lincRNA
18	ENSG00000199713.1	U8	56486115	56486248	snoRNA
18	ENSG00000074657.9	ZNF532	56529832	56653712	protein_coding
18	ENSG00000251870.1	RNU2-69P	56593429	56593528	snRNA
18	ENSG00000224367.2	OACYLP	56663966	56736570	pseudogene
18	ENSG00000267215.1	RP11-685A21.1	56749156	56752213	lincRNA
18	ENSG00000166562.4	SEC11C	56806709	56826068	protein_coding
18	ENSG00000134443.5	GRP	56887400	56898006	protein_coding
18	ENSG00000134438.9	RAX	56934267	56941318	protein_coding
18	ENSG00000166569.4	CPLX4	56942388	56985881	protein_coding
18	ENSG00000074695.5	LMAN1	56995055	57027194	protein_coding
18	ENSG00000267677.1	RP11-27G24.1	57027932	57053981	lincRNA
18	ENSG00000183287.9	CCBE1	57098172	57364612	protein_coding
18	ENSG00000267000.1	RP11-27G24.3	57126304	57132914	antisense
18	ENSG00000267061.1	RP11-760L24.1	57230941	57235847	antisense
18	ENSG00000267269.1	RP11-2N1.1	57353052	57355632	antisense
18	ENSG00000267774.1	RP11-2N1.2	57363691	57364644	antisense
18	ENSG00000221471.1	AC098847.1	57416909	57416989	miRNA
18	ENSG00000224161.3	RPS26P54	57428790	57429137	pseudogene
18	ENSG00000267486.1	GLUD1P4	57445804	57446221	pseudogene
18	ENSG00000267669.1	RP11-824M15.3	57488272	57492493	pseudogene
18	ENSG00000141682.11	PMAIP1	57567180	57571538	protein_coding
18	ENSG00000267066.1	RP11-866E20.1	57596458	57597562	pseudogene
18	ENSG00000267497.1	NFE2L3P1	57636670	57638628	pseudogene
18	ENSG00000239398.2	RN7SL342P	57640146	57640437	misc_RNA
18	ENSG00000256704.2	SDCCAG3P1	57677224	57678375	pseudogene
18	ENSG00000267462.1	RP11-866E20.3	57677513	57681490	lincRNA
18	ENSG00000267742.1	FAM60CP	57684010	57684673	pseudogene
18	ENSG00000252555.1	RNU6-567P	57685857	57685963	snRNA
18	ENSG00000267686.1	RP11-795H16.3	57792265	57828428	processed_transcript
18	ENSG00000242060.1	RPS3AP49	57816808	57817597	pseudogene
18	ENSG00000202468.1	RNU4-17P	57830800	57830940	snRNA
18	ENSG00000267620.1	RP11-795H16.2	57863788	57865405	pseudogene
18	ENSG00000267401.1	RP11-396N11.1	57961384	57968351	processed_transcript
18	ENSG00000166603.3	MC4R	58038564	58040001	protein_coding
18	ENSG00000267400.1	RP11-325K19.3	58163101	58163569	pseudogene
18	ENSG00000266915.1	MRPS5P4	58187074	58187398	pseudogene
18	ENSG00000267687.1	RP11-325K19.6	58192849	58193389	pseudogene
18	ENSG00000253011.1	AC010928.1	58222376	58222457	miRNA
18	ENSG00000267382.1	RP11-325K19.2	58279006	58321856	pseudogene
18	ENSG00000267098.1	RP11-325K19.1	58297400	58569959	lincRNA
18	ENSG00000267153.1	CTBP2P3	58330348	58331602	pseudogene
18	ENSG00000267513.2	RP11-622J9.1	58461841	58462149	pseudogene
18	ENSG00000101542.5	CDH20	59000815	59223006	protein_coding
18	ENSG00000206769.1	RNU6-116P	59058828	59058936	snRNA
18	ENSG00000243256.1	RPL30P14	59072091	59072438	pseudogene
18	ENSG00000267316.1	RP11-879F14.3	59238575	59246689	lincRNA
18	ENSG00000267279.1	RP11-879F14.2	59252979	59274149	lincRNA
18	ENSG00000267175.1	RP11-879F14.1	59259608	59416065	lincRNA
18	ENSG00000267038.1	RP11-1096D5.2	59348886	59349928	lincRNA
18	ENSG00000260440.1	RP11-1096D5.1	59415409	59421928	lincRNA
18	ENSG00000176641.6	RNF152	59475296	59561480	protein_coding
18	ENSG00000267597.1	RPIAP1	59624506	59625247	pseudogene
18	ENSG00000197563.5	PIGN	59710800	59854351	protein_coding
18	ENSG00000134444.9	KIAA1468	59854491	59974355	protein_coding
18	ENSG00000266900.1	RP11-173A16.2	59913043	59914645	sense_intronic
18	ENSG00000267560.1	RP11-173A16.1	59967269	59968231	antisense
18	ENSG00000141655.11	TNFRSF11A	59992520	60058516	protein_coding
18	ENSG00000199867.1	Y_RNA	59998045	59998146	misc_RNA
18	ENSG00000267341.1	RP11-640A1.3	60040127	60045363	antisense
18	ENSG00000241088.2	RPL17P44	60082911	60083460	pseudogene
18	ENSG00000267487.1	RP11-640A1.4	60085551	60085809	pseudogene
18	ENSG00000266920.1	ACTBP9	60109261	60110359	pseudogene
18	ENSG00000141664.5	ZCCHC2	60190240	60254942	protein_coding
18	ENSG00000243549.2	RN7SL705P	60317543	60317834	misc_RNA
18	ENSG00000081913.9	PHLPP1	60382672	60647666	protein_coding
18	ENSG00000206746.1	RNU6-142P	60398459	60398565	snRNA
18	ENSG00000215431.1	AC015989.1	60491423	60492724	protein_coding
18	ENSG00000269630.1	AC015989.2	60505640	60505948	protein_coding
18	ENSG00000171791.10	BCL2	60790579	60987361	protein_coding
18	ENSG00000267766.1	RP11-299P2.1	60818347	60818553	sense_intronic
18	ENSG00000238988.1	snoU13	60861822	60861898	snoRNA
18	ENSG00000267701.1	RP11-28F1.2	60981035	60981315	sense_intronic
18	ENSG00000119537.11	KDSR	60994959	61034743	protein_coding
18	ENSG00000267390.1	RP11-635N19.1	61034561	61048862	antisense
18	ENSG00000119541.5	VPS4B	61056423	61089716	protein_coding
18	ENSG00000267430.1	RP11-635N19.2	61082550	61083702	pseudogene
18	ENSG00000206075.9	SERPINB5	61143994	61172318	protein_coding
18	ENSG00000269989.1	RP11-635N19.3	61152834	61153251	sense_intronic
18	ENSG00000214318.3	ATP5G1P6	61164222	61164633	pseudogene
18	ENSG00000166634.2	SERPINB12	61223393	61234244	protein_coding
18	ENSG00000197641.7	SERPINB13	61254223	61271873	protein_coding
18	ENSG00000206073.6	SERPINB4	61304493	61311532	protein_coding
18	ENSG00000206072.8	SERPINB11	61314813	61391127	polymorphic_pseudogene
18	ENSG00000057149.10	SERPINB3	61322431	61329197	protein_coding
18	ENSG00000166396.8	SERPINB7	61420169	61472604	protein_coding
18	ENSG00000197632.4	SERPINB2	61538926	61571124	protein_coding
18	ENSG00000242550.1	SERPINB10	61564408	61603345	protein_coding
18	ENSG00000268706.1	AC009802.1	61602042	61609601	protein_coding
18	ENSG00000221887.4	HMSD	61616535	61649008	protein_coding
18	ENSG00000166401.9	SERPINB8	61637159	61672278	protein_coding
18	ENSG00000237314.2	RPL12P39	61739392	61739887	pseudogene
18	ENSG00000179676.6	LINC00305	61747243	61816264	lincRNA
18	ENSG00000267134.1	RP11-146N18.1	61771325	62090836	lincRNA
18	ENSG00000236392.2	AC100848.1	61814443	61826533	lincRNA
18	ENSG00000266952.1	RP11-909B2.1	61880317	61927290	lincRNA
18	ENSG00000252818.1	RNU7-146P	62216690	62216742	snRNA
18	ENSG00000263863.1	AC007948.1	62773109	62792946	lincRNA
18	ENSG00000264131.1	AC007631.1	62853395	62854254	lincRNA
18	ENSG00000264232.1	RP11-453M23.1	63091249	63114748	lincRNA
18	ENSG00000265217.1	RP11-775G23.1	63273326	63319289	lincRNA
18	ENSG00000081138.9	CDH7	63417488	63548638	protein_coding
18	ENSG00000263720.1	RP11-389J22.1	63532498	63533633	sense_intronic
18	ENSG00000263622.1	RP11-389J22.3	63585018	63588178	lincRNA
18	ENSG00000264685.1	PRPF19P1	63735986	63736883	pseudogene
18	ENSG00000071991.4	CDH19	64168320	64271375	protein_coding
18	ENSG00000221536.1	AC091643.1	64320646	64320738	miRNA
18	ENSG00000238680.1	RNU6-1037P	64613353	64613459	snRNA
18	ENSG00000264409.1	AC113195.1	64710604	64710681	miRNA
18	ENSG00000263354.1	MIR5011	64748821	64748923	miRNA
18	ENSG00000264054.1	RPL31P9	64804848	64804988	pseudogene
18	ENSG00000265580.1	AC091042.1	64963519	64963619	miRNA
18	ENSG00000265936.1	RP11-563H6.1	65042370	65042542	pseudogene
18	ENSG00000260578.1	CTD-2541J13.1	65149028	65152203	lincRNA
18	ENSG00000171451.13	DSEL	65173819	65184217	protein_coding
18	ENSG00000263424.1	CTD-2541J13.2	65173826	65181267	antisense
18	ENSG00000265533.1	RP11-638L3.1	65183783	65566856	lincRNA
18	ENSG00000264040.1	RP11-29O13.1	65269929	65270259	pseudogene
18	ENSG00000263594.1	RP11-28O3.2	65339458	65343315	lincRNA
18	ENSG00000265472.1	RP11-28O3.1	65375166	65375483	pseudogene
18	ENSG00000264104.1	RP11-638L3.4	65455505	65458272	pseudogene
18	ENSG00000265555.1	RP11-638L3.3	65475742	65482059	lincRNA
18	ENSG00000265240.1	RP11-638L3.2	65497908	65499204	pseudogene
18	ENSG00000264634.1	RP11-659F24.1	65608186	65623663	lincRNA
18	ENSG00000264869.1	RP11-526H11.1	65769353	65781614	lincRNA
18	ENSG00000264699.1	RP11-421N8.2	65925576	65932064	lincRNA
18	ENSG00000260747.1	RP11-421N8.1	65945039	65945480	pseudogene
18	ENSG00000265425.1	RP11-128D14.1	66094267	66104155	lincRNA
18	ENSG00000263355.1	AKR1B10P2	66123188	66124114	pseudogene
18	ENSG00000264697.1	RP11-585K6.2	66195207	66195360	pseudogene
18	ENSG00000166479.5	TMX3	66340925	66382535	protein_coding
18	ENSG00000150636.11	CCDC102B	66382446	66722426	protein_coding
18	ENSG00000263637.1	RP11-106E15.1	66420416	66421820	antisense
18	ENSG00000207072.1	RNU6-39P	66526171	66526277	snRNA
18	ENSG00000264444.1	SDHCP1	66533754	66534265	pseudogene
18	ENSG00000264472.1	RP11-861L17.3	66567018	66569492	protein_coding
18	ENSG00000264236.1	RP11-861L17.2	66659955	66660612	pseudogene
18	ENSG00000264705.1	RP11-674P19.2	66879514	66881587	lincRNA
18	ENSG00000206052.6	DOK6	67068291	67516323	protein_coding
18	ENSG00000264845.2	RP11-465I4.3	67136753	67138972	pseudogene
18	ENSG00000265643.1	RP11-465I4.2	67150863	67285930	antisense
18	ENSG00000266840.1	RP11-543H23.2	67372214	67392211	antisense
18	ENSG00000150637.4	CD226	67498394	67629039	protein_coding
18	ENSG00000176225.8	RTTN	67671029	67873181	protein_coding
18	ENSG00000170677.5	SOCS6	67956137	67997436	protein_coding
18	ENSG00000266258.1	RP11-41O4.1	68002675	68019695	protein_coding
18	ENSG00000266304.1	RP11-484N16.1	68003165	68004546	lincRNA
18	ENSG00000264059.1	AC013558.1	68029359	68029459	miRNA
18	ENSG00000266278.1	RP11-41O4.2	68047376	68051827	lincRNA
18	ENSG00000265698.1	RP11-41O4.3	68079291	68079627	pseudogene
18	ENSG00000214255.4	RPS2P6	68096396	68098361	pseudogene
18	ENSG00000239748.2	RN7SL795P	68179963	68180241	misc_RNA
18	ENSG00000263417.2	GTSCR1	68297755	68317980	protein_coding
18	ENSG00000265781.1	RP11-384E22.1	68667713	68678726	lincRNA
18	ENSG00000265639.1	RP11-529J17.1	68696006	68700292	pseudogene
18	ENSG00000265484.1	RP11-47G4.2	68883940	68904338	lincRNA
18	ENSG00000263733.1	RP11-47G4.1	68892940	68893957	pseudogene
18	ENSG00000260676.1	RP11-510D19.1	69187198	69246192	lincRNA
18	ENSG00000264388.1	RP11-752P2.1	69255773	69256120	pseudogene
18	ENSG00000265946.1	RP11-752P2.2	69332384	69332761	pseudogene
18	ENSG00000265352.1	RP11-723G8.2	69399851	69455364	protein_coding
18	ENSG00000260457.2	RP11-723G8.1	69504275	69538024	lincRNA
18	ENSG00000265995.1	RP11-736G13.1	69557645	69611813	lincRNA
18	ENSG00000271313.1	RP11-736G13.2	69599729	69600032	pseudogene
18	ENSG00000141668.5	CBLN2	70203915	70305756	protein_coding
18	ENSG00000264315.1	HNRNPA1P11	70285502	70286457	pseudogene
18	ENSG00000166342.14	NETO1	70409549	70535381	protein_coding
18	ENSG00000265579.1	RP11-713C5.1	70410991	70413196	sense_intronic
18	ENSG00000252598.1	RNA5SP460	70419187	70419286	rRNA
18	ENSG00000263750.1	MIR548AV	70520556	70520617	miRNA
18	ENSG00000263958.1	RP11-676J15.1	70535623	70548634	lincRNA
18	ENSG00000263711.1	RP11-169F17.1	70818476	70931715	protein_coding
18	ENSG00000261780.2	CTD-2354A18.1	70992176	71017113	processed_transcript
18	ENSG00000265380.1	RP11-126K15.1	71378564	71382725	lincRNA
18	ENSG00000241866.2	RN7SL401P	71412170	71412464	misc_RNA
18	ENSG00000263655.1	RP11-25L3.3	71581640	71701396	lincRNA
18	ENSG00000141665.7	FBXO15	71740588	71815100	protein_coding
18	ENSG00000075336.7	TIMM21	71815746	71826197	protein_coding
18	ENSG00000260569.2	RP11-669I1.1	71878626	71907790	lincRNA
18	ENSG00000243856.2	RN7SL551P	71894741	71895036	misc_RNA
18	ENSG00000166347.13	CYB5A	71920530	71959251	protein_coding
18	ENSG00000206043.6	C18orf63	71983048	72026422	protein_coding
18	ENSG00000235297.3	FAUP1	72057119	72057532	pseudogene
18	ENSG00000259779.1	RP11-231E4.2	72076650	72080444	lincRNA
18	ENSG00000187773.7	FAM69C	72102963	72125179	protein_coding
18	ENSG00000133313.10	CNDP2	72163051	72188366	protein_coding
18	ENSG00000150656.10	CNDP1	72201675	72254448	protein_coding
18	ENSG00000264340.1	RP11-231E4.3	72228616	72229335	antisense
18	ENSG00000264247.1	LINC00909	72259010	72265744	lincRNA
18	ENSG00000215421.5	ZNF407	72265106	72777627	protein_coding
18	ENSG00000180011.6	ZADH2	72907063	72921303	protein_coding
18	ENSG00000179981.9	TSHZ1	72922710	73001905	protein_coding
18	ENSG00000264116.1	RP11-321M21.3	73118967	73130995	protein_coding
18	ENSG00000206026.3	SMIM21	73121431	73139658	protein_coding
18	ENSG00000266774.1	RP11-321M21.1	73144658	73148912	lincRNA
18	ENSG00000261194.1	RP11-704C2.1	73408034	73424340	lincRNA
18	ENSG00000266460.1	RP11-173L6.1	73556880	73580207	lincRNA
18	ENSG00000264108.1	RP11-357H3.1	73720073	73727816	lincRNA
18	ENSG00000263547.1	RP11-1O2.1	73834953	73857210	processed_transcript
18	ENSG00000266743.1	RP11-94B19.6	73885259	73889693	lincRNA
18	ENSG00000264260.1	RP11-94B19.1	73921465	73927657	lincRNA
18	ENSG00000264595.1	RP11-94B19.5	73939945	73945342	lincRNA
18	ENSG00000266014.1	RP11-94B19.2	73959680	73963343	lincRNA
18	ENSG00000265717.1	RP11-94B19.7	73966247	73967169	lincRNA
18	ENSG00000264212.1	RP11-94B19.3	73968846	73970292	lincRNA
18	ENSG00000266614.1	RP11-94B19.4	73971121	73972069	protein_coding
18	ENSG00000101493.6	ZNF516	74069644	74207146	protein_coding
18	ENSG00000263982.1	RP11-504I13.3	74084672	74090230	antisense
18	ENSG00000265778.1	RP11-17M16.2	74203608	74205487	antisense
18	ENSG00000220032.4	RP11-17M16.1	74207477	74210045	protein_coding
18	ENSG00000263812.1	LINC00908	74240612	74322925	protein_coding
18	ENSG00000266256.1	LINC00683	74327169	74337897	lincRNA
18	ENSG00000266312.1	RP11-111H3.3	74334963	74350968	lincRNA
18	ENSG00000229055.3	AC034110.1	74401986	74405592	lincRNA
18	ENSG00000265934.1	ARL2BPP1	74415400	74416210	pseudogene
18	ENSG00000265836.1	AC139085.1	74463261	74463797	pseudogene
18	ENSG00000265626.1	AC139085.2	74471641	74471822	pseudogene
18	ENSG00000264278.1	RP11-162A12.2	74506688	74534251	protein_coding
18	ENSG00000252097.1	RNU6-346P	74512620	74512730	snRNA
18	ENSG00000130856.11	ZNF236	74534563	74682683	protein_coding
18	ENSG00000244229.1	RPL26P35	74546385	74546844	pseudogene
18	ENSG00000265261.1	RP11-162A12.3	74596891	74600680	pseudogene
18	ENSG00000266844.1	RP11-862L9.3	74686646	74696118	antisense
18	ENSG00000197971.10	MBP	74690783	74845639	protein_coding
18	ENSG00000265844.1	RP11-751H17.1	74892062	74947386	lincRNA
18	ENSG00000166573.4	GALR1	74962505	74980858	protein_coding
18	ENSG00000264015.1	RP11-176N18.2	75133575	75272719	lincRNA
18	ENSG00000199392.1	SNORA25	75143519	75143645	snoRNA
18	ENSG00000264736.1	BDP1P	75147209	75149198	pseudogene
18	ENSG00000264693.1	RP11-63N3.1	75334508	75336471	lincRNA
18	ENSG00000271702.1	RP11-63N3.2	75344884	75345316	pseudogene
18	ENSG00000252260.1	RNA5SP461	75575420	75575523	rRNA
18	ENSG00000265843.1	RP11-671C19.1	75683250	75705678	lincRNA
18	ENSG00000264334.1	RP11-671C19.2	75694976	75698566	lincRNA
18	ENSG00000199728.1	RNU6-655P	75796739	75796845	snRNA
18	ENSG00000266213.1	RP11-100K18.1	75897223	75900887	lincRNA
18	ENSG00000265644.1	RP11-451L19.1	76240549	76244867	lincRNA
18	ENSG00000265378.1	RP11-123I22.1	76265165	76266410	lincRNA
18	ENSG00000201723.1	Y_RNA	76304096	76304188	misc_RNA
18	ENSG00000266273.1	RP11-715C4.1	76555612	76556672	lincRNA
18	ENSG00000266586.1	CTD-2382H12.2	76668629	76678993	lincRNA
18	ENSG00000265101.1	CTD-2382H12.1	76685064	76687441	lincRNA
18	ENSG00000263146.2	RP11-849I19.1	76736555	76739074	lincRNA
18	ENSG00000256463.4	SALL3	76740275	76762677	protein_coding
18	ENSG00000166377.15	ATP9B	76829285	77138283	protein_coding
18	ENSG00000267655.1	CTD-2286N8.2	76877207	76877920	sense_intronic
18	ENSG00000267628.1	RP11-1136J12.1	77013577	77014856	antisense
18	ENSG00000267015.1	RP11-800A18.4	77100258	77103972	antisense
18	ENSG00000131196.13	NFATC1	77155856	77289325	protein_coding
18	ENSG00000269679.1	AC018445.1	77275812	77276057	protein_coding
18	ENSG00000267287.1	RP11-567M16.1	77336460	77349010	processed_transcript
18	ENSG00000267409.1	RP11-567M16.2	77370747	77372303	lincRNA
18	ENSG00000178412.4	RP11-567M16.3	77398928	77439745	lincRNA
18	ENSG00000060069.12	CTDP1	77439801	77514510	protein_coding
18	ENSG00000266901.1	RP11-567M16.5	77462721	77463651	antisense
18	ENSG00000266924.1	RP11-154H12.2	77547121	77551432	lincRNA
18	ENSG00000267780.1	RP11-154H12.3	77552726	77576365	lincRNA
18	ENSG00000178342.4	KCNG2	77623668	77660184	protein_coding
18	ENSG00000122490.14	PQLC1	77662420	77711664	protein_coding
18	ENSG00000226742.3	HSBP1L1	77724561	77730822	protein_coding
18	ENSG00000141759.10	TXNL4A	77732867	77793949	protein_coding
18	ENSG00000267127.1	RBFADN	77794346	77854968	protein_coding
18	ENSG00000101546.8	RBFA	77794358	77806397	protein_coding
18	ENSG00000261126.2	RP11-795F19.1	77797387	77853362	processed_transcript
18	ENSG00000266909.1	SLC25A6P4	77835609	77836161	pseudogene
18	ENSG00000101544.4	ADNP2	77866915	77905406	protein_coding
18	ENSG00000267270.1	AC139100.2	77905807	77936315	protein_coding
18	ENSG00000178184.11	PARD6G	77915115	78005429	protein_coding
18	ENSG00000267251.1	AC139100.3	77941563	77960875	antisense
19	ENSG00000225373.3	WASH5P	60105	71626	pseudogene
19	ENSG00000267588.2	MIR1302-2	71161	72719	lincRNA
19	ENSG00000233630.4	FAM138F	76220	77690	lincRNA
19	ENSG00000266945.2	OR4G3P	94062	96511	pseudogene
19	ENSG00000267310.1	OR4G1P	104535	105471	pseudogene
19	ENSG00000176695.5	OR4F17	107471	111696	protein_coding
19	ENSG00000267792.1	AC016626.1	145485	145812	pseudogene
19	ENSG00000266971.1	OR4F8P	156279	157215	pseudogene
19	ENSG00000267616.1	AC016626.2	159361	174665	lincRNA
19	ENSG00000267290.1	AC092192.1	176907	177913	lincRNA
19	ENSG00000267237.2	AC092299.6	182673	196756	pseudogene
19	ENSG00000267639.2	CICP19	193236	196050	pseudogene
19	ENSG00000272098.1	AC092299.8	197075	199431	pseudogene
19	ENSG00000267029.3	AC092299.7	197955	200775	pseudogene
19	ENSG00000206082.8	AC010507.5	200460	205074	pseudogene
19	ENSG00000222329.1	RNU6-1076P	223158	223261	snRNA
19	ENSG00000267600.1	AC098474.1	229640	230165	pseudogene
19	ENSG00000267305.1	CTD-3113P16.7	239145	239247	pseudogene
19	ENSG00000271846.1	CTD-3113P16.9	259260	259346	pseudogene
19	ENSG00000267447.1	VN2R11P	279495	280170	pseudogene
19	ENSG00000141934.5	PPAP2C	281040	291393	protein_coding
19	ENSG00000267124.2	CTD-3113P16.5	305573	306467	antisense
19	ENSG00000105556.5	MIER2	305575	344798	protein_coding
19	ENSG00000105549.6	THEG	361750	376013	protein_coding
19	ENSG00000267443.1	AC010641.1	397589	398941	lincRNA
19	ENSG00000183186.6	C2CD4C	405438	409139	protein_coding
19	ENSG00000129946.6	SHC2	416583	460996	protein_coding
19	ENSG00000252539.1	RNA5SP462	453134	453245	rRNA
19	ENSG00000181781.5	ODF3L2	463346	474983	protein_coding
19	ENSG00000099866.10	MADCAM1	489176	505347	protein_coding
19	ENSG00000266933.1	AC005775.2	490046	507813	antisense
19	ENSG00000141933.8	TPGS1	507299	519654	protein_coding
19	ENSG00000099804.4	CDC34	531714	542097	protein_coding
19	ENSG00000197540.3	GZMM	544034	549919	protein_coding
19	ENSG00000267751.1	AC009005.2	567212	572215	antisense
19	ENSG00000172270.14	BSG	571297	583493	protein_coding
19	ENSG00000099822.2	HCN2	589893	617159	protein_coding
19	ENSG00000267036.1	AC005559.3	590277	591603	pseudogene
19	ENSG00000266939.1	AC005559.2	615886	617159	antisense
19	ENSG00000099821.9	POLRMT	617223	633597	protein_coding
19	ENSG00000272448.1	LLNLR-299G3.1	623519	623982	antisense
19	ENSG00000261204.1	AC004449.6	637105	637537	lincRNA
19	ENSG00000070388.7	FGF22	639879	643703	protein_coding
19	ENSG00000070423.13	RNF126	647526	663277	protein_coding
19	ENSG00000267666.1	AC004156.3	663482	668063	lincRNA
19	ENSG00000070404.5	FSTL3	676392	683385	protein_coding
19	ENSG00000185198.7	PRSS57	685521	695460	protein_coding
19	ENSG00000213726.4	RPS2P52	690381	691175	pseudogene
19	ENSG00000099864.12	PALM	708953	748329	protein_coding
19	ENSG00000099812.6	MISP	751126	764319	protein_coding
19	ENSG00000272473.1	AC006273.4	781002	781862	lincRNA
19	ENSG00000267530.2	AC006273.5	782755	785080	lincRNA
19	ENSG00000266927.2	AC006273.7	786650	787037	lincRNA
19	ENSG00000011304.12	PTBP1	797075	812327	protein_coding
19	ENSG00000265767.1	MIR4745	804940	805001	miRNA
19	ENSG00000129951.14	LPPR3	812518	821967	protein_coding
19	ENSG00000263414.1	MIR3187	813584	813653	miRNA
19	ENSG00000172232.5	AZU1	825097	832017	protein_coding
19	ENSG00000196415.5	PRTN3	840963	848175	protein_coding
19	ENSG00000197561.2	ELANE	851014	856242	protein_coding
19	ENSG00000197766.3	CFD	859453	863453	protein_coding
19	ENSG00000175221.10	MED16	867962	893218	protein_coding
19	ENSG00000207507.1	RNU6-9	893484	893590	snRNA
19	ENSG00000198858.5	R3HDM4	896503	913240	protein_coding
19	ENSG00000116014.5	KISS1R	917287	921015	protein_coding
19	ENSG00000116017.6	ARID3A	925781	975939	protein_coding
19	ENSG00000267159.1	AC005391.2	928257	928817	antisense
19	ENSG00000065268.6	WDR18	983174	994569	protein_coding
19	ENSG00000269169.1	AC004528.1	999601	999952	protein_coding
19	ENSG00000266990.1	AC004528.4	999795	1002756	antisense
19	ENSG00000116032.5	GRIN3B	1000418	1009731	protein_coding
19	ENSG00000182087.8	TMEM259	1009647	1021117	protein_coding
19	ENSG00000207357.1	RNU6-2	1021521	1021627	snRNA
19	ENSG00000064666.10	CNN2	1026298	1039068	protein_coding
19	ENSG00000267020.1	AC011558.5	1038726	1039063	antisense
19	ENSG00000064687.8	ABCA7	1040102	1065571	protein_coding
